fn,len,label,peaks
train_audio/houspa/XC650357.ogg,1278944,houspa,29.72#31.81#22.47#27.45#26.15#10.09#18.88#24.37#20.72#17.87#15.38#13.25#9.059#5.474#4.513#2.993#37.18#6.610#7.522#10.90
train_audio/houspa/XC285101.ogg,4417829,houspa,32.01#42.35#23.95#37.02#50.06#70.48#46.45#39.39#40.19#61.20#54.27#130.6#33.18#20.99#27.28#103.2#104.0#126.7#100.7#30.29
train_audio/houspa/XC509700.ogg,367872,houspa,3.506#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368
train_audio/houspa/XC658167.ogg,323488,houspa,4.838#7.001#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432
train_audio/houspa/XC140824.ogg,1148552,houspa,6.960#21.07#22.45#9.505#4.832#25.93#0.528#0.528#0.528#0.528#0.528#0.528#0.528#0.528#0.528#0.528#0.528#0.528#0.528#0.528
train_audio/houspa/XC374431.ogg,567552,houspa,2.000#17.03#4.305#12.35#15.52#6.226#13.67#9.588#10.80#14.71#3.489#8.003#1.184#5.106#0.384#0.384#0.384#0.384#0.384#0.384
train_audio/houspa/XC554478.ogg,3535904,houspa,35.64#93.48#108.4#69.69#100.9#91.95#68.57#56.92#104.5#61.12#86.30#82.41#63.26#106.3#54.12#0.944#87.63#78.28#59.21#79.08
train_audio/houspa/XC463060.ogg,290304,houspa,5.695#1.903#3.727#0.319#0.319#0.319#0.319#0.319#0.319#0.319#0.319#0.319#0.319#0.319#0.319#0.319#0.319#0.319#0.319#0.319
train_audio/houspa/XC544308.ogg,1371742,houspa,9.792#36.30#1.248#2.624#24.43#38.56#11.45#35.07#6.624#4.336#10.60#37.47#25.24#29.50#33.76#8.384#19.07#41.71#22.76#21.60
train_audio/houspa/XC506724.ogg,3599464,houspa,1.200#96.37#21.87#5.424#17.80#7.360#111.6#52.54#91.87#63.55#77.20#45.71#84.03#33.90#71.69#87.63#19.92#69.15#23.39#8.544
train_audio/houspa/XC322720.ogg,1154304,houspa,34.37#9.714#33.43#10.77#17.20#22.27#1.776#12.41#8.209#18.05#27.52#19.79#24.83#4.929#28.69#20.93#23.39#7.249#32.15#26.26
train_audio/houspa/XC625750.ogg,9097280,houspa,135.2#148.0#150.2#137.2#154.4#146.0#141.7#128.7#152.3#157.8#139.5#142.7#129.6#160.2#143.8#126.6#246.3#133.1#131.9#130.5
train_audio/houspa/XC151143.ogg,227328,houspa,4.448#3.280#6.528#5.424#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704
train_audio/houspa/XC449172.ogg,229042,houspa,3.939#2.994#6.453#2.129#5.556#0.960#0.160#0.160#0.160#0.160#0.160#0.160#0.160#0.160#0.160#0.160#0.160#0.160#0.160#0.160
train_audio/houspa/XC145321.ogg,881894,houspa,12.14#22.59#18.74#23.49#10.25#16.14#20.96#8.946#16.99#5.169#15.23#6.497#25.31#20.05#17.90#1.344#24.45#26.72#13.74#2.592
train_audio/houspa/XC508461.ogg,993907,houspa,1.488#20.48#10.84#18.81#21.45#24.72#28.06#25.52#26.65#8.400#23.44#13.63#5.712#12.70#15.32#14.48#16.51#17.95#30.93#3.440
train_audio/houspa/XC355975.ogg,768000,houspa,23.40#17.28#9.328#22.24#7.088#5.008#12.16#21.31#8.16#2.464#18.99#12.96#16.25#0.352#0.352#0.352#0.352#0.352#0.352#0.352
train_audio/houspa/XC526399.ogg,197376,houspa,5.943#2.371#1.457#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592#0.592
train_audio/houspa/XC389818.ogg,883968,houspa,8.306#26.80#13.09#10.93#4.081#18.88#14.66#25.03#0.480#0.480#0.480#0.480#0.480#0.480#0.480#0.480#0.480#0.480#0.480#0.480
train_audio/houspa/XC559721.ogg,1869312,houspa,3.056#39.42#0.912#40.94#52.70#57.56#56.72#55.23#35.29#49.32#42.30#7.312#8.992#46.51#44.28#10.35#5.312#1.712#3.856#30.52
train_audio/houspa/XC256935.ogg,5386752,houspa,49.08#62.64#55.15#48.16#46.11#60.43#44.94#52.22#67.12#24.70#163.3#76.89#59.44#81.39#70.68#40.52#34.41#41.92#27.31#37.55
train_audio/houspa/XC176243.ogg,466442,houspa,12.83#11.13#2.400#0.816#5.712#8.000#4.208#6.896#3.360#14.27#10.32#0.016#0.016#0.016#0.016#0.016#0.016#0.016#0.016#0.016
train_audio/houspa/XC641187.ogg,2772741,houspa,53.15#73.36#62.82#80.98#64.15#49.66#26.22#41.39#78.08#51.10#30.19#58.53#66.74#15.88#82.58#21.69#17.85#71.43#39.66#20.80
train_audio/houspa/XC495694.ogg,941244,houspa,28.98#23.68#28.06#11.85#21.94#26.58#1.792#16.65#22.74#25.39#5.505#13.53#14.73#19.84#18.54#10.00#8.225#15.81#2.592#17.71
train_audio/houspa/XC541527.ogg,4605696,houspa,106.0#34.56#111.5#55.55#29.66#118.7#110.4#59.73#50.01#23.69#112.4#40.96#136.9#81.31#15.77#48.41#101.1#114.9#128.9#121.7
train_audio/houspa/XC577680.ogg,2723422,houspa,70.83#63.23#27.34#56.41#76.01#40.03#10.99#22.60#4.400#59.81#64.05#33.44#68.80#57.79#16.60#77.20#24.89#46.08#41.92#32.33
train_audio/houspa/XC485308.ogg,684617,houspa,16.92#7.056#12.30#19.02#4.608#15.68#7.984#10.03#11.15#3.488#13.40#1.488#5.952#14.20#8.784#0.224#0.224#0.224#0.224#0.224
train_audio/houspa/XC607832.ogg,646144,houspa,19.76#9.152#11.50#5.632#15.53#4.4#17.32#1.648#0.576#0.576#0.576#0.576#0.576#0.576#0.576#0.576#0.576#0.576#0.576#0.576
train_audio/houspa/XC575359.ogg,313440,houspa,2.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464
train_audio/houspa/XC380910.ogg,864340,houspa,4.784#20.88#2.768#1.904#16.30#26.64#6.000#3.968#24.81#6.880#22.22#9.856#23.42#17.52#19.47#18.64#7.920#14.97#12.88#0.992
train_audio/houspa/XC233934.ogg,911151,houspa,4.769#3.009#1.776#11.25#16.91#18.00#8.178#19.65#14.16#15.58#25.84#12.40#21.73#7.026#5.569#9.010#27.92#24.52#0.432#0.432
train_audio/houspa/XC467864.ogg,893568,houspa,5.472#1.792#2.704#3.584#6.272#14.93#4.384#11.36#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496
train_audio/houspa/XC541445.ogg,3173376,houspa,57.63#91.12#43.28#51.28#88.08#58.81#89.18#76.92#24.17#67.98#79.05#86.48#23.36#72.97#71.88#69.87#33.68#96.35#55.40#49.08
train_audio/houspa/XC588452.ogg,829216,houspa,12.35#16.11#6.530#15.12#1.072#10.53#9.107#21.63#7.602#24.76#17.55#19.22#13.98#1.872#2.929#25.56#22.79#11.34#13.15#18.35
train_audio/houspa/XC542231.ogg,546691,houspa,3.970#10.03#7.429#13.75#1.681#6.244#2.850#12.40#0.336#0.336#0.336#0.336#0.336#0.336#0.336#0.336#0.336#0.336#0.336#0.336
train_audio/houspa/XC255969.ogg,1666821,houspa,49.52#44.34#33.94#46.26#41.12#6.897#43.06#9.873#39.33#47.67#51.03#4.912#2.304#36.93#28.77#5.712#20.41#3.504#7.825#19.31
train_audio/houspa/XC327006.ogg,27876206,houspa,765.7#767.7#637.6#763.5#714.6#749.0#621.1#720.0#582.2#543.0#791.3#579.0#743.7#712.0#777.1#754.4#792.9#615.1#645.8#689.6
train_audio/houspa/XC544200.ogg,653688,houspa,10.58#1.152#14.37#2.753#7.764#6.755#15.64#11.60#4.082#5.315#9.221#13.11#16.52#19.24#0.352#0.352#0.352#0.352#0.352#0.352
train_audio/houspa/XC175620.ogg,652000,houspa,6.354#2.352#4.257#12.61#11.07#8.658#1.408#14.22#5.057#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432
train_audio/houspa/XC639612.ogg,427008,houspa,9.968#12.0#4.288#5.344#6.72#11.16#2.352#12.81#7.888#8.752#0.624#0.624#0.624#0.624#0.624#0.624#0.624#0.624#0.624#0.624
train_audio/houspa/XC213190.ogg,801646,houspa,20.24#6.867#5.730#8.531#14.83#10.53#16.79#18.34#12.90#9.668#11.33#19.43#15.71#13.78#4.882#21.30#2.257#0.496#0.496#0.496
train_audio/houspa/XC385838.ogg,346070,houspa,2.948#1.457#0.544#0.544#0.544#0.544#0.544#0.544#0.544#0.544#0.544#0.544#0.544#0.544#0.544#0.544#0.544#0.544#0.544#0.544
train_audio/houspa/XC167636.ogg,2313792,houspa,26.68#52.97#44.16#29.37#45.10#5.568#13.00#10.22#56.38#54.88#23.18#35.64#6.576#4.496#9.040#38.32#39.36#2.336#11.05#41.64
train_audio/houspa/XC546263.ogg,1108416,houspa,26.85#25.99#28.12#16.27#24.90#15.46#14.45#20.21#33.29#21.78#17.07#11.94#10.69#31.24#23.60#28.92#12.99#8.499#7.346#22.66
train_audio/houspa/XC430944.ogg,5028885,houspa,23.60#79.69#80.54#91.98#16.11#10.12#7.264#81.69#12.06#67.79#65.64#78.38#17.26#71.13#12.92#25.04#26.67#38.75#74.16#90.32
train_audio/houspa/XC531007.ogg,2725632,houspa,65.28#10.97#80.21#60.05#74.88#72.51#76.63#66.13#13.63#40.16#8.928#78.82#73.94#20.83#68.80#26.33#6.576#7.728#62.77#58.38
train_audio/houspa/XC282807.ogg,3958909,houspa,121.2#122.6#95.55#117.1#98.30#48.30#63.23#104.0#77.57#97.44#112.7#108.8#118.3#56.91#82.21#91.09#67.87#102.7#115.6#107.0
train_audio/houspa/XC641181.ogg,2101499,houspa,23.12#8.961#5.600#41.41#21.68#40.13#49.01#34.08#27.13#32.40#24.40#19.97#12.89#6.464#53.76#26.32#36.69#46.58#59.99#18.75
train_audio/houspa/XC542024.ogg,1054464,houspa,29.22#25.55#30.98#9.442#8.338#27.27#28.18#10.97#13.58#20.26#15.71#12.21#30.02#1.744#21.95#16.82#5.617#7.329#3.008#14.61
train_audio/houspa/XC356740.ogg,1235712,houspa,36.67#30.29#14.65#33.60#32.15#13.09#34.64#15.82#35.52#11.42#12.27#21.31#38.37#25.55#10.06#6.225#19.65#24.62#37.47#28.86
train_audio/houspa/XC626520.ogg,8595744,houspa,266.1#259.6#268.0#104.2#95.28#251.0#249.1#110.1#194.2#179.7#257.6#137.7#262.4#235.1#54.62#56.67#68.97#263.8#19.63#94.25
train_audio/lobdow/XC141706.ogg,524544,lobdow,11.34#14.66#10.18#3.265#1.488#8.948#8.035#4.338#7.139#13.76#2.321#5.890#12.14#0.688#0.688#0.688#0.688#0.688#0.688#0.688
train_audio/lobdow/XC406404.ogg,1042176,lobdow,26.91#2.400#5.553#4.016#28.66#7.569#22.13#6.625#3.200#27.84#15.71#29.49#21.15#30.71#24.72#9.810#22.96#14.35#23.82#10.61
train_audio/lobdow/XC185295.ogg,479232,lobdow,4.176#12.8#6.768#10.12#14.27#1.648#11.48#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448
train_audio/lobdow/XC201409.ogg,4760832,lobdow,113.3#107.0#42.48#110.5#111.3#114.1#18.64#43.39#94.83#109.0#104.9#66.88#24.32#105.7#58.48#121.1#85.38#102.7#32.72#27.32
train_audio/lobdow/XC203538.ogg,499968,lobdow,10.62#8.100#7.107#1.424#6.115#14.80#0.480#0.480#0.480#0.480#0.480#0.480#0.480#0.480#0.480#0.480#0.480#0.480#0.480#0.480
train_audio/lobdow/XC221572.ogg,585984,lobdow,6.738#8.019#11.02#12.38#10.08#14.64#9.059#2.016#13.58#3.313#16.99#15.67#5.906#4.337#1.216#0.416#0.416#0.416#0.416#0.416
train_audio/lobdow/XC201413.ogg,3044352,lobdow,40.86#17.80#1.392#54.51#39.05#34.28#61.18#10.81#2.816#31.13#7.488#9.536#38.0#85.36#51.36#56.24#70.91#32.49#4.752#44.06
train_audio/lobdow/XC161345.ogg,886272,lobdow,14.68#1.632#15.48#21.26#10.76#3.504#13.87#5.600#16.36#12.06#7.92#4.752#9.568#25.88#6.816#20.32#19.34#2.576#24.09#8.72
train_audio/lobdow/XC406405.ogg,707328,lobdow,5.393#6.194#4.577#15.20#6.994#2.528#13.58#9.235#1.632#8.419#16.45#10.35#14.38#18.27#12.77#11.79#17.25#0.832#0.032#0.032
train_audio/lobdow/XC141737.ogg,781824,lobdow,3.792#5.12#5.968#22.36#20.86#18.65#2.784#19.88#7.216#10.12#1.792#17.84#0.816#16.81#24.28#8.912#0.016#0.016#0.016#0.016
train_audio/lobdow/XC406402.ogg,758016,lobdow,3.937#2.480#5.457#14.30#1.504#10.37#0.688#0.688#0.688#0.688#0.688#0.688#0.688#0.688#0.688#0.688#0.688#0.688#0.688#0.688
train_audio/lobdow/XC635265.ogg,1485312,lobdow,6.128#26.43#24.25#21.00#40.89#42.81#1.712#13.31#19.85#17.44#41.74#4.72#32.70#44.89#37.2#14.76#10.88#33.96#8.16#27.37
train_audio/lobdow/XC406399.ogg,292608,lobdow,3.378#2.370#5.508#6.950#4.676#1.457#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656
train_audio/lobdow/XC336513.ogg,580127,lobdow,0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672
train_audio/lobdow/XC303483.ogg,45312,lobdow,1.013#0.144#0.144#0.144#0.144#0.144#0.144#0.144#0.144#0.144#0.144#0.144#0.144#0.144#0.144#0.144#0.144#0.144#0.144#0.144
train_audio/lobdow/XC406400.ogg,244224,lobdow,1.936#3.04#4.256#0.928#5.616#6.416#0.128#0.128#0.128#0.128#0.128#0.128#0.128#0.128#0.128#0.128#0.128#0.128#0.128#0.128
train_audio/lobdow/XC490403.ogg,129024,lobdow,0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448
train_audio/lobdow/XC351823.ogg,166656,lobdow,2.740#1.602#4.102#0.785#0.785#0.785#0.785#0.785#0.785#0.785#0.785#0.785#0.785#0.785#0.785#0.785#0.785#0.785#0.785#0.785
train_audio/lobdow/XC284015.ogg,197277,lobdow,1.921#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496#0.496
train_audio/lobdow/XC221579.ogg,300288,lobdow,5.220#1.617#4.339#6.549#0.800#3.523#2.594#8.118#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0
train_audio/lobdow/XC406403.ogg,1300224,lobdow,2.976#32.66#5.313#19.05#36.15#4.496#10.65#19.93#2.080#37.20#30.43#34.08#8.833#17.90#11.45#31.68#35.31#12.69#20.74#13.49
train_audio/lobdow/XC221577.ogg,732672,lobdow,5.296#8.176#18.14#6.24#4.208#10.32#2.944#9.296#12.84#16.8#20.49#7.184#14.43#11.37#15.82#21.63#19.61#2.144#1.344#0.544
train_audio/lobdow/XC406398.ogg,1191936,lobdow,10.72#7.552#30.48#9.568#16.76#15.45#6.48#5.28#20.11#8.704#21.34#28.72#19.2#12.75#18.38#17.56#32.24#29.64#11.53#31.28
train_audio/lobdow/XC583803.ogg,1729536,lobdow,25.04#16.14#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752
train_audio/lobdow/XC161344.ogg,542976,lobdow,4.994#1.824#10.56#12.50#2.817#3.793#7.011#13.84#16.19#0.880#15.25#8.067#6.098#11.41#9.060#0.080#0.080#0.080#0.080#0.080
train_audio/lobdow/XC209842.ogg,359445,lobdow,0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192#0.192
train_audio/lobdow/XC406406.ogg,774912,lobdow,3.393#1.504#2.576#5.073#12.30#17.92#16.61#6.306#14.48#13.10#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656#0.656
train_audio/lobdow/XC492241.ogg,496896,lobdow,13.54#10.99#12.55#10.18#14.58#5.843#3.313#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752
train_audio/lobdow/XC490404.ogg,385536,lobdow,3.216#2.032#5.04#6.48#4.016#8.72#7.28#10.32#1.232#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432
train_audio/lobdow/XC203537.ogg,1446912,lobdow,21.84#18.70#20.84#37.98#24.44#23.53#39.48#19.50#0.864#29.36#26.73#3.056#12.76#25.6#3.856#11.47#9.888#30.16#27.56#8.896
train_audio/lobdow/XC178011.ogg,390912,lobdow,5.347#4.482#9.958#1.649#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784
train_audio/lobdow/XC509711.ogg,2831616,lobdow,36.22#86.66#34.13#27.42#29.29#35.10#43.26#78.56#25.60#51.57#31.07#44.94#58.08#31.93#52.43#47.66#56.10#65.49#2.832#11.29
train_audio/lobdow/XC406401.ogg,538368,lobdow,8.596#14.80#9.620#3.185#2.145#4.129#1.264#10.43#13.71#5.490#6.323#7.155#12.22#15.60#0.464#0.464#0.464#0.464#0.464#0.464
train_audio/lobdow/XC490406.ogg,731904,lobdow,16.62#15.28#14.10#18.31#19.17#17.43#20.21#21.12#9.507#1.760#21.97#8.066#10.62#12.82#4.289#0.896#5.105#3.105#0.096#0.096
train_audio/lobdow/XC113388.ogg,3303549,lobdow,65.29#55.07#74.41#62.51#46.88#58.86#68.65#27.61#72.75#41.98#37.36#25.84#48.40#21.56#23.48#44.14#56.45#91.98#88.94#36.11
train_audio/lobdow/XC178196.ogg,1028352,lobdow,10.32#4.625#7.921#6.385#3.136#12.70#8.898#11.82#2.144#18.18#5.457#19.33#16.85#13.82#22.08#26.24#15.73#22.98#20.51#27.63
train_audio/lobdow/XC448940.ogg,367104,lobdow,2.048#4.336#6.48#8.96#3.152#5.632#7.408#10.04#1.248#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448
train_audio/lobdow/XC221594.ogg,186624,lobdow,4.390#1.169#3.268#2.178#5.255#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368
train_audio/lobdow/XC490408.ogg,137472,lobdow,0.336#0.336#0.336#0.336#0.336#0.336#0.336#0.336#0.336#0.336#0.336#0.336#0.336#0.336#0.336#0.336#0.336#0.336#0.336#0.336
train_audio/lobdow/XC113146.ogg,331008,lobdow,1.905#3.170#9.479#1.088#4.899#6.549#7.605#8.614#0.288#0.288#0.288#0.288#0.288#0.288#0.288#0.288#0.288#0.288#0.288#0.288
train_audio/lobdow/XC113147.ogg,258816,lobdow,0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384#0.384
train_audio/lobdow/XC490407.ogg,158976,lobdow,1.939#3.926#1.041#3.076#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224#0.224
train_audio/lobdow/XC490812.ogg,119808,lobdow,0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304
train_audio/lobdow/XC559831.ogg,1280256,lobdow,13.44#26.42#25.23#20.27#14.89#34.37#22.93#27.34#9.729#29.01#21.87#30.91#2.208#35.46#23.74#12.11#32.24#7.073#33.47#36.87
train_audio/lobdow/XC203536.ogg,2371584,lobdow,43.16#62.38#58.91#55.10#48.84#45.76#41.53#64.86#44.03#51.82#2.608#31.34#38.48#47.84#21.72#11.45#39.28#28.86#28.03#42.33
train_audio/lobdow/XC339636.ogg,44304,lobdow,1.159#0.354#0.354#0.354#0.354#0.354#0.354#0.354#0.354#0.354#0.354#0.354#0.354#0.354#0.354#0.354#0.354#0.354#0.354#0.354
train_audio/lobdow/XC284014.ogg,78576,lobdow,1.524#0.641#0.641#0.641#0.641#0.641#0.641#0.641#0.641#0.641#0.641#0.641#0.641#0.641#0.641#0.641#0.641#0.641#0.641#0.641
train_audio/lobdow/XC162031.ogg,354816,lobdow,1.552#3.264#2.352#5.712#4.560#9.040#7.856#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736
train_audio/lobdow/XC311073.ogg,152973,lobdow,0.417#0.417#0.417#0.417#0.417#0.417#0.417#0.417#0.417#0.417#0.417#0.417#0.417#0.417#0.417#0.417#0.417#0.417#0.417#0.417
train_audio/lobdow/XC506073.ogg,622080,lobdow,0.48#0.48#0.48#0.48#0.48#0.48#0.48#0.48#0.48#0.48#0.48#0.48#0.48#0.48#0.48#0.48#0.48#0.48#0.48#0.48
train_audio/lobdow/XC221591.ogg,226560,lobdow,3.652#4.677#1.938#2.787#1.105#6.022#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304
train_audio/lobdow/XC396637.ogg,283376,lobdow,1.233#6.629#5.252#8.375#4.195#7.510#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432#0.432
train_audio/lobdow/XC113148.ogg,249600,lobdow,5.541#1.681#6.999#0.560#0.560#0.560#0.560#0.560#0.560#0.560#0.560#0.560#0.560#0.560#0.560#0.560#0.560#0.560#0.560#0.560
train_audio/lobdow/XC453190.ogg,152064,lobdow,2.32#3.616#1.488#0.688#0.688#0.688#0.688#0.688#0.688#0.688#0.688#0.688#0.688#0.688#0.688#0.688#0.688#0.688#0.688#0.688
train_audio/lobdow/XC209843.ogg,480653,lobdow,5.060#5.860#4.243#6.789#14.76#0.640#0.640#0.640#0.640#0.640#0.640#0.640#0.640#0.640#0.640#0.640#0.640#0.640#0.640#0.640
train_audio/lobdow/XC406407.ogg,258048,lobdow,3.232#1.968#4.032#5.136#1.072#6.272#0.272#0.272#0.272#0.272#0.272#0.272#0.272#0.272#0.272#0.272#0.272#0.272#0.272#0.272
train_audio/lobdow/XC221588.ogg,591360,lobdow,4.48#5.344#15.85#14.76#6.656#2.704#8.896#11.93#3.52#13.93#10.32#12.81#0.992#16.67#0.192#0.192#0.192#0.192#0.192#0.192
train_audio/lobdow/XC312734.ogg,370312,lobdow,6.370#7.970#4.241#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704#0.704
train_audio/lobdow/XC161341.ogg,2465280,lobdow,74.38#49.28#50.56#47.64#55.52#56.91#52.01#58.43#73.56#70.60#42.25#72.36#48.44#25.12#53.26#54.30#38.89#66.03#44.67#45.85
train_audio/lobdow/XC161343.ogg,324864,lobdow,1.248#4.723#7.654#6.292#8.774#2.481#3.859#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448#0.448
train_audio/lobdow/XC178012.ogg,340224,lobdow,3.090#2.177#4.035#4.883#0.880#7.381#6.356#8.486#0.080#0.080#0.080#0.080#0.080#0.080#0.080#0.080#0.080#0.080#0.080#0.080
train_audio/lobdow/XC490405.ogg,585216,lobdow,1.488#5.424#2.64#4.592#10.94#3.44#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368#0.368
train_audio/lobdow/XC141738.ogg,605952,lobdow,5.282#4.433#3.617#1.696#0.848#15.09#16.19#2.497#8.163#17.27#13.50#6.578#10.13#12.16#9.299#0.048#0.048#0.048#0.048#0.048
train_audio/lobdow/XC328441.ogg,735584,lobdow,22.02#19.94#14.34#3.585#5.682#9.604#2.353#19.12#16.53#12.56#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464#0.464
train_audio/lobdow/XC141739.ogg,498432,lobdow,2.705#1.776#4.034#11.76#10.26#12.56#13.46#8.756#0.976#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176
train_audio/lobdow/XC383318.ogg,335203,lobdow,5.525#4.564#8.633#6.406#3.027#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752#0.752
train_audio/lobdow/XC583612.ogg,290304,lobdow,2.735#4.479#1.279#5.919#3.567#6.959#8.319#0.479#0.479#0.479#0.479#0.479#0.479#0.479#0.479#0.479#0.479#0.479#0.479#0.479
train_audio/lobdow/XC491752.ogg,132075,lobdow,1.878#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176#0.176
train_audio/lobdow/XC490402.ogg,1232640,lobdow,28.46#27.17#35.51#11.18#4.400#25.01#2.672#3.568#9.441#6.721#7.713#10.29#5.281#1.856#29.27#8.609#37.15#30.13#12.53#0.464
train_audio/lobdow/XC452766.ogg,737280,lobdow,15.69#7.056#8.608#10.08#6.208#3.856#12.56#5.216#11.48#2.56#14.24#17.32#20.84#18.12#19.87#1.76#0.96#0.16#0.16#0.16
train_audio/lobdow/XC583611.ogg,469248,lobdow,0.944#11.17#1.744#7.251#3.778#6.099#13.03#12.07#9.909#2.961#4.674#14.34#8.548#0.144#0.144#0.144#0.144#0.144#0.144#0.144
train_audio/lobdow/XC617775.ogg,428800,lobdow,6.211#4.738#0.880#2.033#8.757#7.060#11.83#3.041#3.890#10.37#7.924#0.080#0.080#0.080#0.080#0.080#0.080#0.080#0.080#0.080
train_audio/lobdow/XC141705.ogg,1222656,lobdow,2.048#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784#0.784
train_audio/lobdow/XC451720.ogg,496128,lobdow,9.024#4.48#1.952#10.44#12.01#5.408#7.232#14.20#13.18#2.752#0.944#0.144#0.144#0.144#0.144#0.144#0.144#0.144#0.144#0.144
train_audio/lobdow/XC161342.ogg,599808,lobdow,9.540#10.78#11.90#12.99#15.12#8.579#14.07#4.914#16.63#3.569#2.016#7.107#0.896#0.096#0.096#0.096#0.096#0.096#0.096#0.096
train_audio/lobdow/XC239631.ogg,1279791,lobdow,12.97#15.15#1.136#19.82#29.63#13.87#15.98#4.577#32.64#35.06#16.85#31.27#3.680#2.064#38.60#5.377#21.54#8.786#10.54#33.44
train_audio/lobdow/XC178013.ogg,2451456,lobdow,28.0#31.72#33.29#15.28#49.04#29.32#10.01#5.712#6.96#24.08#8.624#46.76#41.63#17.28#20.59#19.52#73.31#67.88#57.53#38.43
train_audio/lobdow/XC351899.ogg,219847,lobdow,6.533#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304#0.304
train_audio/lobdow/XC452504.ogg,191232,lobdow,3.444#1.890#4.790#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736#0.736
train_audio/lobdow/XC203540.ogg,1452288,lobdow,9.665#21.84#17.23#7.537#10.46#13.63#19.36#1.728#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672#0.672
